Book	Smell_Word	Smell_Source	Quality	Odour_Carrier	Evoked_Odorant	Location	Perceiver	Time	Circumstances	Effect	SentenceBefore	Sentence	SentenceAfter
bl08036	smells	it|of straw									Hildyard Hildyard has sent her , but on receiving a smart rap on his head with a fan from Molly , who is close behind him , he wisely retires into the background .	me ! what a rattle - trap kind of says Lady Woodhouse to Honor , who is seated opposite , how it smells of straw ' You girls had better hold up your gowns off the floor ; I don ' t suppose it is any too clean .	And , dear me , there is a piece of glass out of the pane behind Molly ! You had better pull the window up on your side , child , or you will be getting getting a stiff neck or an It is certainly not to be denied that those whose business it has been to make all the arrangements for the ball have achieved wonders , for the stately , gloomylooking gloomylooking old place , which until now had been shut up for so many years , is scarcely to be recognized in the brilliantly - lighted and flower - bedecked mansion , at whose wide - thrown doors the guests are being set down from carriage after carriage .
bl08036	sniffs	her flowers	little								Of course it must be 270 THREE BRIGHT GIRLS .	Well , I suppose it says Doris , taking little sniffs at her flowers .	But I don ' t like it half so well .
bl08036	sniffs	the flowers	little								No less a personage than the Earl of Castleton has solicited the honour of giving away the bride , partly on account of his friendship with Sir Edward , but quite as much for the real liking he has taken to little Miss as he calls her .	Lord Castleton seems every bit as nervous as Doris herself on this occasion , for he fusses about the room , first to the window then to the mantel - piece , taking little sniffs here and there at the flowers , then back again to the window .	He can think of nothing particular particular to say either , excepting every now and then expatiating on the beauty of the day , which has certainly certainly turned out lovely , and also begging Doris not to be nervous .
bl08036	fragrance		faint|sweet								Open he says , and the girl , wondering a little , does so .	A faded white rose lies within it , a faint , sweet fragrance clinging to it still .	says Molly softly , her eyes filling with tears .
bl08036	fragrant|fragrant	good	fragrant|fragrant								Alcott .	Garland will delight our girls , and show them how to make their lives fragrant with good — British Weekly .	These little tales are the beau ideal of girls ' Christian World .
bl08037	fragrant|fragrant		fragrant|fragrant	the air							The lies that were circulated as to my THE BETRAYAL OF JOHN FORDHAM .	179 benignant , the air already fragrant with the promise of spring .	I walked towards the farmhouse as a man newly born to joy might have done .
bl08037	smell	of a cigar					she	at all hours of the day			I WAS an inveterate smoker , and at this period my favourite habit was a great comfort to me .	I smoked at all hours of the day , and Barbara had encouraged me , saying that she loved the smell of a cigar .	But on the morning following the conversation I have just recorded , she complained that my cigar made her ill , and I went into the boulevard to smoke it .
bl08037	reek	His|with gore									dreadfully .	His pages absolutely reek with gore .	Now , you can ' t convince me that he is describing real life ; he is describing things he never saw , things that never occurred .
bl08037	fragrance	of flowers									She sat at the window , smiling towards us .	The birds were singing ; the fragrance of flowers was in the air .	Mother has fallen said Ellen .
bl08037	scent						you				The body the surgeon examined was that of the man who had been murdered in Rye Street .	Make up your mind to that , or you will be thrown straight off the scent .	The man we dug up was murdered murdered ; his face had been smashed in , but , as I have said , the upper part of the skull was uninjured .
bl08038	smelling|smelling smelling|smelling	poisons	horribly smelling|smelling smelling|smelling								Or perhaps you catch one of the sinners in a neAv trap which cost five - and - sixpence , and Avhen you go to see its Avicked , hoary old occupant , you feel that if it never catches another , this one is well Avorth the money .	Or if traps and other means , consisting of horribly smelling smelling poisons suggestive of the infernal regions , fail you , perhaps you have the professional rat - catcher up from the village with his box of sinuous redeyed redeyed ferrets , and then you HaA ^ e your revenge ou the rats .	There is no end to the interest which hourly 158 DINNA FORGET .
bl08038	Perfume	HANNAY|RONDELETIA	inestimable								PER BOTTLE .	D1ETRICHSEN 4 HANNAY ' S Celebrated Essence of RONDELETIA , An inestimable Perfume for tbe Toilet or Handkerchief .	Prepared for the use of HER MAJESTY Œ be © ueen , HER LATS MAJESTY The QUEEN DOWAGER , AND HER LATE ROYAL HIGHNESS The DUCHESS of KENT .
bl08038	scented	Avoman	good								Esther saw it draAv up .	she said , going softly into the little dressing - room , where the nurse sat crooning over the baby by the fire , Avill you ansAver the door for me — Amelia has gone ? It is Lord The mere mention of a Lord Avas sufficient to send the nurse off to the door in a bustle , perhaps the good Avoman scented a tip in the near future .	Anyway , when the door was opened to the great man , ho Avas astonished to see a stout , comfortable - looking bodj ' standing smiling and curtseying Avithin .
bl08039	scent	of hay					my				Then all at once I seemed to be Deep in the ruts of my own track , And shapes seemed dimly to appear ; And that old dread came close to me And laid its hand upon my back And whispered ' Darkness ! ' in my ear .	A Dream 39 Then drifting came the scent of hay , And meadows stretched before my eyes , Stirred where the horse ' s feet had trod ; And voices sounded far away Whose words I could not realize , And someone passed and spoke of God .	ACROSS THE WAY .
bl08039	fragrance	every sweetest flower|Its	magic								RHADAMANTHUS .	O Rhadamanthus , glowing as with gold , Who sits to give reward to purity , What are the gifts , we question wonderingly , Thou bringest from the isles none can behold , Where every sweetest flower doth unfold Its magic fragrance forth perpetually ? What dost thou give to those whose lives were Who lived for others , and themselves controlled ? Yet , Rhadamanthus , if thou wert not there , If there were no blest isles beyond the wave , No water - lilies and no golden fruit , Still we should strive to find that secret stair , That silver pathway leading through the grave .	We know not , count not , ask not our pursuit » XV .
